,index,id,mssubclass,mszoning,lotfrontage,lotarea,lotshape,landcontour,lotconfig,landslope,neighborhood,condition1,bldgtype,housestyle,overallqual,overallcond,yearbuilt,roofstyle,masvnrtype,masvnrarea,exterqual,foundation,bsmtqual,bsmtexposure,bsmtfintype1,bsmtfinsf1,bsmtunfsf,heatingqc,grlivarea,bsmtfullbath,fullbath,halfbath,bedroomabvgr,kitchenabvgr,kitchenqual,functional,fireplaces,fireplacequ,garagetype,garagefinish,garagearea,garagecond,wooddecksf,mosold,yrsold,saleprice,porchpres,poolpres,garagepres,fireplacepres,masvnrpres,bsmtpres,shedpres,exterior,age_sold,remodelled,2ndfloorpres,bighouse
184,184,1464,60,RL,5.831327892742091,19.076044321051967,0.0,Lvl,Inside,flat,CollgCr,Norm,1Fam,2Story,7,2.055641538058108,14.187526814497952,Gable,BrkFace,8.622253717854797,1.8203341036428238,PConc,1.8203341036428238,0.7304631471189666,GLQ,10.515640585342503,9.279836446808169,2.055641538058108,13.800980223814683,0.7304631471189666,2,0.7304631471189666,1.5409627556327752,0.7304631471189666,1.8203341036428238,Typ,0.0,0,Attchd,RFn,543.0,TA,0.0,2.440268378362637,2008,35.669101951090084,1,0,1,0,1,1,0,Vinyl,2.055641538058108,0.0,1,0.0
185,185,2469,20,FV,5.744420430279228,18.7533959357533,0.0,Lvl,Inside,flat,Somerst,Norm,1Fam,1Story,7,2.055641538058108,14.19064737641105,Gable,None,0.0,1.8203341036428238,PConc,1.8203341036428238,0.7304631471189666,Unf,0.0,12.780701545387492,2.055641538058108,12.801507961353185,0.0,2,0.0,1.5409627556327752,0.7304631471189666,1.8203341036428238,Typ,0.7304631471189666,3,Attchd,Unf,453.0,TA,4.882972919330174,1.8203341036428238,2006,34.14045954704448,1,0,1,1,0,1,0,Vinyl,0.7304631471189666,0.0,0,0.0
186,186,1834,50,RL,6.337529394588084,20.13663713663753,0.0,Lvl,Inside,flat,NoRidge,Norm,1Fam,1.5Fin,8,2.055641538058108,14.170316253871071,Hip,BrkFace,9.301176043547175,1.8203341036428238,PConc,1.8203341036428238,0.7304631471189666,GLQ,11.147538247731708,12.077149047696548,2.055641538058108,15.345312081533791,0.0,2,0.7304631471189666,1.8203341036428238,0.7304631471189666,1.8203341036428238,Typ,0.7304631471189666,3,Attchd,Fin,541.0,TA,0.0,1.8203341036428238,2007,37.200107467554304,1,0,1,1,1,1,0,Wood,3.4381104434026533,1.0,1,0.0
187,187,1779,20,RL,5.3215405626377255,21.610058637422014,0.7304631471189666,Lvl,CulDSac,flat,Somerst,RRAn,1Fam,1Story,8,2.055641538058108,14.193765294899782,Gable,Stone,6.314734756825906,1.8203341036428238,PConc,1.8203341036428238,1.8203341036428238,GLQ,11.919130071867999,10.543577039871613,2.055641538058108,13.23018602656737,0.7304631471189666,2,0.0,1.5409627556327752,0.7304631471189666,1.8203341036428238,Typ,0.0,0,Attchd,Unf,754.0,TA,7.724358962810533,2.6025944687727294,2007,37.151981898847446,1,0,1,0,1,1,0,Vinyl,0.0,0.0,0,0.0
188,188,2569,60,RL,6.404586972566442,21.307462771443415,0.0,Lvl,Corner,flat,NAmes,Norm,1Fam,2Story,7,2.2596737867230705,14.129313517307915,Gable,BrkFace,9.0953940104718,1.5409627556327752,CBlock,1.5409627556327752,0.7304631471189666,Rec,9.979298049926308,10.163752275425656,2.055641538058108,14.420413883649212,0.0,2,0.7304631471189666,1.8203341036428238,0.7304631471189666,1.8203341036428238,Typ,1.1943176378757767,4,Attchd,Fin,487.0,TA,6.751853423240825,2.055641538058108,2006,35.70009747785109,1,0,1,1,1,1,0,Metal,4.969939052451073,0.0,1,0.0
189,189,2334,60,RL,6.268453117386751,20.757065650401987,0.7304631471189666,Lvl,Inside,flat,StoneBr,Norm,1Fam,2Story,8,2.055641538058108,14.192206665778837,Hip,BrkFace,10.094578286932387,2.055641538058108,PConc,2.055641538058108,0.7304631471189666,Unf,0.0,12.726948993886586,2.055641538058108,14.989216698150534,0.0,2,0.7304631471189666,1.8203341036428238,0.7304631471189666,2.055641538058108,Typ,0.7304631471189666,4,BuiltIn,Fin,666.0,TA,9.207511306740143,2.440268378362637,2006,38.80078653153766,1,0,1,1,1,1,0,Vinyl,0.0,0.0,1,0.0
190,190,2330,60,RL,5.653921148278169,21.818868387933158,0.7304631471189666,HLS,CulDSac,flat,StoneBr,Norm,1Fam,2Story,9,2.055641538058108,14.19064737641105,Hip,BrkFace,10.74097393831022,1.8203341036428238,PConc,2.055641538058108,1.8203341036428238,GLQ,12.689051809657878,7.873203454932757,2.055641538058108,15.259321516556739,0.7304631471189666,3,0.7304631471189666,1.5409627556327752,0.7304631471189666,2.055641538058108,Typ,0.7304631471189666,4,BuiltIn,Fin,670.0,TA,7.8971902791299975,1.5409627556327752,2006,40.42518404620366,1,0,1,1,1,1,0,Vinyl,0.7304631471189666,1.0,1,0.0
191,191,2119,20,RL,7.5526075857806365,22.796173893187156,0.7304631471189666,Low,Inside,sloped,ClearCr,Norm,1Fam,1Story,8,2.2596737867230705,14.145138012244155,Shed,None,0.0,1.8203341036428238,CBlock,1.8203341036428238,1.8203341036428238,LwQ,5.392276337227255,0.0,2.055641538058108,13.757329159016129,1.1943176378757767,0,0.7304631471189666,0.0,0.7304631471189666,1.8203341036428238,Typ,1.1943176378757767,2,Attchd,Fin,529.0,TA,10.934618655762014,2.055641538058108,2007,37.06032552186179,0,0,1,1,0,1,0,Wood,4.545285536716194,0.0,0,0.0
192,192,988,20,RL,6.07328940298831,19.801597721873925,0.7304631471189666,Lvl,Inside,sloped,Mitchel,Norm,1Fam,1Story,6,2.055641538058108,14.146716717260457,Gable,None,0.0,1.5409627556327752,PConc,1.5409627556327752,1.8203341036428238,ALQ,13.434008703823304,0.0,1.5409627556327752,13.434008703823304,0.7304631471189666,2,0.0,1.1943176378757767,0.7304631471189666,1.8203341036428238,Typ,1.1943176378757767,3,Attchd,RFn,714.0,TA,8.72889799237455,2.055641538058108,2009,34.804617540759004,1,0,1,1,0,1,0,Wood,4.597156711708115,0.0,0,0.0
193,193,382,20,RL,6.221213632878419,20.0307970774932,0.0,Lvl,Inside,flat,NWAmes,Norm,1Fam,1Story,7,2.055641538058108,14.145138012244155,Gable,BrkFace,7.9794261170782095,1.5409627556327752,CBlock,1.8203341036428238,0.7304631471189666,Unf,0.0,12.369629526317283,1.5409627556327752,13.033248644718197,0.0,2,0.0,1.5409627556327752,0.7304631471189666,1.5409627556327752,Typ,0.7304631471189666,3,Attchd,RFn,479.0,TA,0.0,2.2596737867230705,2009,33.25288983480603,0,0,1,1,1,1,0,Wood,4.6477085871174175,0.0,0,0.0
194,194,670,90,RL,6.469749997220178,20.48672415205982,0.0,Lvl,Inside,flat,NAmes,Artery,Duplex,2Story,5,2.055641538058108,14.134068032227582,Gable,BrkFace,9.512743904430815,1.5409627556327752,CBlock,1.5409627556327752,0.7304631471189666,LwQ,10.272201962485878,11.325398424125117,1.5409627556327752,15.06163758517122,0.7304631471189666,2,1.1943176378757767,2.2596737867230705,1.1943176378757767,1.5409627556327752,Typ,0.0,0,Detchd,Unf,968.0,TA,0.0,2.6025944687727294,2009,34.93048235199793,0,0,1,0,1,1,0,Metal,4.969939052451073,0.0,1,0.0
195,195,2760,20,RL,6.172972078519893,20.487423690247535,0.0,Lvl,Inside,flat,CollgCr,Norm,1Fam,1Story,8,2.055641538058108,14.19064737641105,Hip,BrkFace,8.081454683660327,1.8203341036428238,PConc,2.055641538058108,1.8203341036428238,GLQ,12.452356717727342,9.996045490671595,2.055641538058108,13.4779620743407,0.7304631471189666,2,0.7304631471189666,1.1943176378757767,0.7304631471189666,2.055641538058108,Typ,0.0,0,Attchd,Fin,754.0,TA,7.824546029563345,2.6025944687727294,2006,37.42537181029803,1,0,1,0,1,1,0,Vinyl,0.7304631471189666,1.0,0,0.0
196,196,543,20,RL,5.7146689026506605,18.665098259051653,0.0,Lvl,Inside,flat,SawyerW,Norm,1Fam,1Story,7,2.055641538058108,14.195323264382047,Gable,BrkFace,7.338607270038526,1.8203341036428238,PConc,1.8203341036428238,0.7304631471189666,Unf,0.0,13.201548416989949,2.055641538058108,13.201548416989949,0.0,2,0.0,1.1943176378757767,0.7304631471189666,1.8203341036428238,Typ,0.0,0,Attchd,RFn,788.0,TA,0.0,1.1943176378757767,2009,35.650527648106916,1,0,1,0,1,1,0,Vinyl,0.7304631471189666,1.0,0,0.0
197,197,2835,50,RL,6.02174235239564,18.914169748749277,0.0,Bnk,Corner,flat,Edwards,Artery,1Fam,1.5Fin,6,1.5409627556327752,14.047528636178493,Gable,None,0.0,1.5409627556327752,BrkTil,1.1943176378757767,0.7304631471189666,Unf,0.0,11.614566638515486,1.5409627556327752,12.963583194420314,0.0,2,0.0,1.5409627556327752,0.7304631471189666,1.5409627556327752,Typ,0.0,0,Detchd,Unf,528.0,TA,0.0,2.055641538058108,2006,30.35684620085584,1,0,1,0,0,1,0,Aesbestos,6.469749997220178,1.0,1,0.0
198,198,1735,60,RL,5.831327892742091,19.465925993750577,0.7304631471189666,Lvl,Inside,flat,Gilbert,Norm,1Fam,2Story,7,2.055641538058108,14.193765294899782,Hip,None,0.0,1.8203341036428238,PConc,1.8203341036428238,1.5409627556327752,Unf,0.0,11.252502530148577,2.055641538058108,13.213850311239472,0.0,2,0.7304631471189666,1.5409627556327752,0.7304631471189666,1.8203341036428238,Typ,0.7304631471189666,4,Attchd,Fin,400.0,TA,6.65495044352145,2.440268378362637,2007,34.26253624343562,1,0,1,1,0,1,0,Vinyl,0.0,0.0,1,0.0
199,199,448,20,RL,6.7135683558601436,21.087512491544587,0.0,Lvl,Inside,flat,NridgHt,Norm,1Fam,1Story,10,2.055641538058108,14.187526814497952,Hip,BrkFace,11.89807866843504,2.055641538058108,PConc,2.055641538058108,1.8203341036428238,GLQ,5.559490358416789,14.673978647470983,2.055641538058108,14.74991461116888,0.0,2,0.0,1.5409627556327752,0.7304631471189666,2.055641538058108,Typ,0.7304631471189666,5,Attchd,Fin,968.0,TA,8.585749373306383,2.2596737867230705,2009,39.246704676750014,1,0,1,1,1,1,0,Vinyl,2.2596737867230705,0.0,0,0.0
200,200,2287,180,RM,3.9325102940665544,13.368019549360682,0.0,Lvl,Inside,flat,MeadowV,Norm,Twnhs,SLvl,4,2.055641538058108,14.135651502935826,Gable,None,0.0,1.5409627556327752,CBlock,1.8203341036428238,1.5409627556327752,GLQ,10.287377937846468,4.322947514138835,1.5409627556327752,12.102765247125136,0.7304631471189666,1,0.0,1.1943176378757767,0.7304631471189666,1.5409627556327752,Typ,0.0,0,BuiltIn,Fin,297.0,TA,6.881187323763808,2.440268378362637,2007,31.178619525442446,1,0,1,0,0,1,0,Aggregate,4.838059349133916,0.0,1,0.0
201,201,524,60,FV,6.337529394588084,20.257441596141923,0.0,Lvl,Inside,flat,Somerst,Norm,1Fam,2Story,10,2.055641538058108,14.195323264382047,Gable,Stone,7.620056264664793,2.055641538058108,PConc,2.055641538058108,1.5409627556327752,GLQ,11.386070382335237,8.622253717854797,2.055641538058108,14.193765294899782,0.7304631471189666,2,0.7304631471189666,1.5409627556327752,0.7304631471189666,2.055641538058108,Typ,0.7304631471189666,5,Attchd,Fin,812.0,TA,7.724358962810533,1.8203341036428238,2009,37.75687760255851,1,0,1,1,1,1,0,Vinyl,0.7304631471189666,0.0,1,0.0
202,202,1767,60,RL,6.2917110215767,20.178616841275694,0.0,Lvl,Inside,flat,NoRidge,Norm,1Fam,2Story,7,2.055641538058108,14.179713812657004,Gable,BrkFace,8.823108115244976,1.8203341036428238,PConc,1.8203341036428238,0.7304631471189666,Unf,0.0,12.306219622777013,2.055641538058108,14.740505744709969,0.0,2,0.7304631471189666,1.8203341036428238,0.7304631471189666,1.8203341036428238,Typ,0.7304631471189666,3,BuiltIn,Fin,600.0,TA,7.020909424392293,2.055641538058108,2007,36.397800745557035,1,0,1,1,1,1,0,Vinyl,2.750250297485029,0.0,1,0.0
203,203,2206,75,RL,5.460736201340262,18.560183814221674,0.0,Lvl,Inside,flat,Crawfor,Norm,1Fam,2.5Unf,7,2.055641538058108,14.08945103488394,Gable,None,0.0,1.5409627556327752,CBlock,1.5409627556327752,0.7304631471189666,Rec,9.486313901150885,10.534293431937689,1.8203341036428238,13.58276230879915,0.0,2,0.0,1.8203341036428238,0.7304631471189666,1.5409627556327752,Typ,1.1943176378757767,4,Detchd,Unf,240.0,TA,0.0,2.6025944687727294,2007,33.71048836590718,1,0,1,1,0,1,0,Metal,5.859551208605442,1.0,1,0.0
204,204,1740,60,RL,5.80273872401839,18.86038668904579,0.0,Lvl,Inside,flat,Gilbert,Norm,1Fam,2Story,7,2.055641538058108,14.193765294899782,Gable,Stone,3.5304192649587702,1.8203341036428238,PConc,1.8203341036428238,0.7304631471189666,Unf,0.0,11.252502530148577,2.055641538058108,13.213850311239472,0.0,2,0.7304631471189666,1.5409627556327752,0.7304631471189666,1.8203341036428238,Typ,0.0,0,Attchd,Fin,400.0,TA,6.65495044352145,2.440268378362637,2007,34.19568444022313,1,0,1,0,1,1,0,Vinyl,0.0,0.0,1,0.0
205,205,199,50,RM,5.42678077191518,18.06178179936772,0.0,Lvl,Inside,flat,BrkSide,Norm,1Fam,1.5Fin,5,2.440268378362637,14.081426241171904,Gable,None,0.0,1.5409627556327752,CBlock,1.5409627556327752,0.7304631471189666,Rec,8.831513536945508,8.622253717854797,1.8203341036428238,12.236142518909933,0.0,1,0.0,1.1943176378757767,0.7304631471189666,1.5409627556327752,Typ,0.0,0,Detchd,Fin,624.0,TA,9.072418929401417,2.055641538058108,2010,32.047504215524846,1,0,1,0,0,1,0,Vinyl,6.07328940298831,1.0,1,0.0
206,206,2214,70,RL,6.360099839069417,23.29093126788672,0.7304631471189666,Lvl,Inside,flat,Crawfor,Feedr,1Fam,2Story,6,2.2596737867230705,14.052390426868463,Hip,None,0.0,1.5409627556327752,BrkTil,1.8203341036428238,0.7304631471189666,BLQ,12.467644497800004,8.530047046365183,1.5409627556327752,15.049248534615261,0.7304631471189666,2,0.7304631471189666,1.8203341036428238,0.7304631471189666,1.5409627556327752,Typ,0.7304631471189666,4,Detchd,Unf,864.0,TA,0.0,3.011340243262834,2007,36.05701777115663,0,0,1,1,0,1,0,Wood,6.426512698054021,1.0,1,0.0
207,207,323,20,RL,6.337529394588084,21.62227585254852,0.0,Bnk,Inside,flat,Mitchel,Norm,1Fam,1Story,5,2.055641538058108,14.127727309259253,Hip,None,0.0,1.5409627556327752,CBlock,1.5409627556327752,0.7304631471189666,Rec,5.0533710494211155,12.197790273619393,1.5409627556327752,12.79689519542845,0.7304631471189666,1,0.0,1.1943176378757767,0.7304631471189666,1.5409627556327752,Typ,0.7304631471189666,3,Attchd,Unf,528.0,TA,0.0,2.2596737867230705,2010,33.89279033023672,0,0,1,1,0,1,0,Wood,5.172534928709971,1.0,0,0.0
208,208,2421,120,RL,5.093856518007759,15.700971896068804,0.0,Lvl,Inside,flat,Blmngtn,Norm,TwnhsE,1Story,7,2.055641538058108,14.187526814497952,Gable,BrkFace,3.7019729772844623,1.8203341036428238,PConc,1.8203341036428238,1.8203341036428238,Unf,0.0,13.041859380757135,2.055641538058108,13.41472741618549,0.0,2,0.0,1.1943176378757767,0.7304631471189666,1.8203341036428238,Typ,0.7304631471189666,3,Attchd,Fin,420.0,TA,7.382905995629807,2.885846472488202,2006,35.92174054507437,1,0,1,1,1,1,0,Vinyl,1.5409627556327752,1.0,0,0.0
209,209,952,85,RL,6.02174235239564,19.61222700738997,0.0,Bnk,Inside,flat,Mitchel,Norm,1Fam,SFoyer,6,2.440268378362637,14.146716717260457,Gable,None,0.0,1.5409627556327752,CBlock,1.8203341036428238,1.5409627556327752,GLQ,11.64405894253928,0.0,1.5409627556327752,12.849571994628269,0.7304631471189666,1,0.7304631471189666,1.1943176378757767,0.7304631471189666,1.5409627556327752,Typ,1.1943176378757767,2,Attchd,RFn,541.0,TA,9.041486785480258,3.011340243262834,2009,34.03535985749339,1,0,1,1,0,1,0,Wood,4.597156711708115,0.0,0,0.0
210,210,24,20,RL,6.02174235239564,20.343998425380768,0.7304631471189666,Lvl,CulDSac,flat,NAmes,Norm,1Fam,1Story,6,2.440268378362637,14.135651502935826,Gable,BrkFace,7.873203454932757,1.5409627556327752,CBlock,1.5409627556327752,0.7304631471189666,ALQ,10.643869732390646,9.870950045978935,2.055641538058108,12.136614936437766,0.7304631471189666,1,0.0,1.1943176378757767,0.7304631471189666,1.5409627556327752,Typ,0.7304631471189666,3,Attchd,Fin,480.0,TA,0.0,1.5409627556327752,2010,33.133704153358664,0,0,1,1,1,1,1,Wood,4.969939052451073,0.0,0,0.0
211,211,1139,20,RL,6.244955797756471,19.56992544534254,0.0,Lvl,Corner,flat,SawyerW,Norm,1Fam,1Story,7,2.055641538058108,14.193765294899782,Gable,None,0.0,1.8203341036428238,PConc,1.8203341036428238,1.1943176378757767,Unf,0.0,12.55299322348049,2.055641538058108,12.55299322348049,0.0,2,0.0,1.5409627556327752,0.7304631471189666,1.8203341036428238,Typ,0.0,0,Attchd,Fin,483.0,TA,0.0,1.5409627556327752,2008,33.92869943395561,1,0,1,0,0,1,0,Vinyl,0.7304631471189666,0.0,0,0.0
212,212,518,20,FV,6.448232316019433,18.997275181148307,0.7304631471189666,Lvl,Inside,flat,Somerst,Norm,1Fam,1Story,7,2.055641538058108,14.195323264382047,Gable,None,0.0,1.8203341036428238,PConc,2.055641538058108,0.7304631471189666,Unf,0.0,13.172674972526542,2.055641538058108,13.172674972526542,0.0,2,0.0,1.5409627556327752,0.7304631471189666,1.8203341036428238,Typ,0.0,0,Attchd,Fin,529.0,TA,0.0,2.885846472488202,2009,35.671925044620195,1,0,1,0,0,1,0,Vinyl,0.7304631471189666,1.0,0,0.0
213,213,1390,20,RL,6.533131230124546,19.560992822137305,0.0,Lvl,Inside,flat,Sawyer,Feedr,1Fam,1Story,5,2.6025944687727294,14.124552834680129,Gable,None,0.0,1.5409627556327752,CBlock,1.5409627556327752,0.7304631471189666,GLQ,10.885260162478508,9.222126215438918,2.055641538058108,12.010768996247894,0.7304631471189666,1,0.0,1.5409627556327752,0.7304631471189666,1.8203341036428238,Typ,0.0,0,Attchd,Fin,300.0,TA,7.724358962810533,2.055641538058108,2008,32.96747417618486,0,0,1,0,0,1,0,Vinyl,5.172534928709971,1.0,0,0.0
214,214,277,20,RL,5.684506656824126,19.89169202558323,0.7304631471189666,Low,CulDSac,flat,Edwards,Norm,1Fam,1Story,5,2.2596737867230705,14.132483878148479,Gable,None,0.0,1.5409627556327752,CBlock,1.8203341036428238,1.8203341036428238,ALQ,12.316871578200077,7.120635667155021,1.5409627556327752,12.636246788021865,0.7304631471189666,1,0.0,1.5409627556327752,0.7304631471189666,1.5409627556327752,Typ,0.0,0,Attchd,RFn,336.0,TA,8.667200502940773,2.2596737867230705,2010,32.93045036314161,1,0,1,0,0,1,0,Metal,5.0533710494211155,0.0,0,0.0
215,215,54,120,RL,5.093856518007759,15.686251940363096,0.0,Lvl,Inside,flat,Blmngtn,Norm,TwnhsE,1Story,8,2.055641538058108,14.189087426187385,Gable,BrkFace,3.5304192649587702,1.8203341036428238,PConc,1.8203341036428238,0.7304631471189666,GLQ,4.137710644618417,12.722234748500732,2.055641538058108,12.808415518921386,0.0,2,0.0,1.1943176378757767,0.7304631471189666,1.8203341036428238,Typ,0.7304631471189666,3,Attchd,Fin,430.0,TA,7.426427090052128,1.8203341036428238,2010,34.67655010452043,1,0,1,1,1,1,0,Vinyl,2.2596737867230705,1.0,0,0.0
216,216,649,20,RL,5.684506656824126,18.81699337792657,0.0,Lvl,Inside,flat,NAmes,Norm,1Fam,1Story,5,2.6025944687727294,14.107043947541124,Hip,None,0.0,1.8203341036428238,CBlock,1.5409627556327752,0.7304631471189666,GLQ,11.925120017743208,6.65495044352145,1.8203341036428238,12.211538234168557,0.7304631471189666,1,0.0,1.1943176378757767,0.7304631471189666,1.8203341036428238,Typ,0.0,0,Attchd,Unf,230.0,TA,0.0,1.5409627556327752,2009,32.99204827328647,0,0,1,0,0,1,0,Wood,5.59142712460611,1.0,0,0.0
217,217,2600,50,RL,5.684506656824126,18.496028126939517,0.0,Lvl,Corner,flat,OldTown,Norm,1Fam,1.5Fin,4,2.6025944687727294,14.023122182650834,Gable,None,0.0,1.5409627556327752,BrkTil,1.1943176378757767,0.7304631471189666,Unf,0.0,9.996045490671595,2.055641538058108,11.222867447268218,0.0,1,0.0,0.7304631471189666,0.7304631471189666,1.1943176378757767,Typ,0.0,0,Attchd,Unf,280.0,TA,0.0,1.5409627556327752,2006,30.041479898728838,1,0,1,0,0,1,0,Metal,6.7707662019989225,1.0,1,0.0
218,218,617,20,RL,7.15298821355506,20.664245987270693,0.0,Lvl,Inside,flat,NAmes,Feedr,1Fam,1Story,6,1.8203341036428238,14.10863912353132,Hip,BrkFace,6.448232316019433,1.5409627556327752,CBlock,1.5409627556327752,0.7304631471189666,BLQ,12.19227515513423,10.17425270756814,2.055641538058108,13.312735399211196,0.7304631471189666,1,0.0,1.1943176378757767,0.7304631471189666,1.5409627556327752,Typ,0.7304631471189666,3,Attchd,RFn,505.0,TA,0.0,1.1943176378757767,2009,33.15370925035796,1,0,1,1,1,1,0,Wood,5.559490358416789,0.0,0,0.0
219,219,2209,30,RL,5.357203202420049,18.100243899520915,0.0,Bnk,Inside,flat,Crawfor,Norm,1Fam,1Story,5,2.440268378362637,14.084638269147439,Gable,None,0.0,1.5409627556327752,PConc,1.1943176378757767,0.7304631471189666,Unf,0.0,11.89203905911452,2.055641538058108,11.993230527070414,0.0,1,0.0,1.1943176378757767,0.7304631471189666,1.1943176378757767,Typ,0.7304631471189666,4,Basment,Unf,240.0,TA,0.0,2.2596737867230705,2007,31.85017011805235,0,0,1,1,0,1,0,Metal,5.942124359831237,1.0,0,0.0
220,220,2814,60,RL,5.914940018959451,19.390557252379594,0.0,Lvl,Inside,flat,CollgCr,Norm,1Fam,2Story,6,2.055641538058108,14.19064737641105,Gable,None,0.0,1.5409627556327752,PConc,1.8203341036428238,0.7304631471189666,Unf,0.0,11.33259669398507,2.055641538058108,13.302771429436175,0.0,2,0.7304631471189666,1.5409627556327752,0.7304631471189666,1.8203341036428238,Typ,0.0,0,Attchd,RFn,564.0,TA,0.0,2.6025944687727294,2006,34.06705137160129,1,0,1,0,0,1,0,Vinyl,0.7304631471189666,1.0,1,0.0
221,221,2542,20,RL,6.02174235239564,20.129478484920867,0.7304631471189666,Lvl,Inside,flat,NAmes,Norm,1Fam,1Story,5,2.2596737867230705,14.121375611147648,Hip,None,0.0,1.5409627556327752,CBlock,1.5409627556327752,0.7304631471189666,Rec,11.876891119645324,7.262963217517579,1.5409627556327752,12.263269450298049,0.7304631471189666,1,0.0,1.5409627556327752,0.7304631471189666,1.5409627556327752,Typ,0.0,0,Attchd,Unf,368.0,TA,0.0,0.7304631471189666,2006,32.61402405219355,1,0,1,0,0,1,0,Wood,5.172534928709971,0.0,0,0.0
222,222,2323,160,RL,5.914940018959451,20.97372390079332,0.7304631471189666,Lvl,Inside,flat,StoneBr,Norm,1Fam,2Story,8,2.055641538058108,14.173451442269636,Gable,None,0.0,1.8203341036428238,PConc,1.8203341036428238,0.7304631471189666,Unf,0.0,14.278490577412953,2.055641538058108,15.12664002442846,0.0,2,0.7304631471189666,1.8203341036428238,0.7304631471189666,1.8203341036428238,Typ,0.0,0,Attchd,Fin,618.0,TA,7.724358962810533,3.128238685769432,2006,36.84578429477031,1,0,1,0,0,1,0,Aggregate,3.128238685769432,0.0,1,0.0
223,223,1393,20,RL,6.280111664308428,21.096156796908126,0.0,Lvl,Inside,flat,ClearCr,Norm,1Fam,1Story,6,2.440268378362637,14.119785966903773,Flat,None,0.0,1.5409627556327752,CBlock,1.8203341036428238,1.8203341036428238,BLQ,9.888326631702043,6.512195594586373,1.8203341036428238,12.769087694489059,0.7304631471189666,1,0.0,0.7304631471189666,0.7304631471189666,1.5409627556327752,Typ,0.7304631471189666,4,Attchd,RFn,564.0,TA,9.770475803559007,1.5409627556327752,2008,35.948991236327956,0,0,1,1,0,1,0,Brick,5.285266416806648,1.0,0,0.0
224,224,490,80,RL,5.744420430279228,18.878715337277956,0.0,Lvl,Inside,flat,Gilbert,Norm,1Fam,SLvl,7,2.055641538058108,14.18127774085417,Gable,None,0.0,1.5409627556327752,PConc,1.8203341036428238,0.7304631471189666,Unf,0.0,9.616086912297321,2.055641538058108,13.160227391272157,0.0,2,0.7304631471189666,1.5409627556327752,0.7304631471189666,1.5409627556327752,Typ,0.7304631471189666,3,BuiltIn,RFn,400.0,TA,0.0,1.5409627556327752,2009,33.408731715293804,0,0,1,1,0,1,0,Vinyl,2.885846472488202,1.0,1,0.0
225,225,542,20,RL,5.684506656824126,20.761032407492458,0.0,Lvl,Inside,flat,SawyerW,RRAe,1Fam,1Story,5,2.055641538058108,14.187526814497952,Gable,None,0.0,1.5409627556327752,PConc,1.8203341036428238,0.7304631471189666,GLQ,11.627707599932261,8.848247291396309,2.055641538058108,12.431864645976223,0.7304631471189666,2,0.0,1.5409627556327752,0.7304631471189666,1.8203341036428238,Typ,0.0,0,Detchd,Unf,576.0,TA,0.0,2.2596737867230705,2009,33.29217417251081,1,0,1,0,0,1,0,Vinyl,2.2596737867230705,1.0,0,0.0
226,226,973,120,RM,6.07328940298831,16.878680205167836,0.0,Lvl,FR2,flat,Mitchel,Norm,TwnhsE,1Story,6,2.055641538058108,14.18127774085417,Hip,BrkFace,9.865134788128456,1.5409627556327752,PConc,2.055641538058108,0.7304631471189666,GLQ,11.778245041625286,9.329379793154162,2.055641538058108,12.703312528294827,0.7304631471189666,2,0.0,1.1943176378757767,0.7304631471189666,1.5409627556327752,Typ,0.0,0,Attchd,Fin,402.0,TA,0.0,2.2596737867230705,2009,33.74732312132864,1,0,1,0,1,1,0,Vinyl,2.885846472488202,0.0,0,0.0
227,227,1012,60,RL,6.148460831341732,20.328476038810713,0.7304631471189666,Lvl,Inside,flat,StoneBr,Norm,1Fam,2Story,9,2.055641538058108,14.19064737641105,Hip,BrkFace,8.558042564184516,1.8203341036428238,PConc,1.8203341036428238,0.7304631471189666,Unf,0.0,12.452356717727342,2.055641538058108,14.897361998901673,0.0,2,0.7304631471189666,1.8203341036428238,0.7304631471189666,2.055641538058108,Typ,0.7304631471189666,4,BuiltIn,Fin,656.0,TA,7.397497957722461,2.2596737867230705,2008,38.07286623041589,1,0,1,1,1,1,0,Vinyl,1.5409627556327752,1.0,1,0.0
228,228,2218,190,RL,6.1972210008779385,18.05047472740932,0.7304631471189666,Lvl,Inside,flat,Crawfor,Norm,2fmCon,1.5Fin,5,2.055641538058108,14.08945103488394,Gable,None,0.0,1.5409627556327752,CBlock,1.5409627556327752,0.7304631471189666,LwQ,10.43505876286156,8.047888977723783,2.055641538058108,13.000767013448646,0.0,2,0.0,1.5409627556327752,0.7304631471189666,1.5409627556327752,Typ,0.0,0,Detchd,Unf,528.0,TA,0.0,2.885846472488202,2007,32.763481734718766,1,0,1,0,0,1,0,Vinyl,5.859551208605442,1.0,1,0.0
229,229,2033,80,RM,7.020909424392293,21.002734853731116,0.0,Lvl,Corner,flat,IDOTRR,Norm,1Fam,SLvl,6,2.2596737867230705,14.124552834680129,Gable,BrkFace,8.453929696886426,1.5409627556327752,CBlock,1.5409627556327752,0.7304631471189666,BLQ,9.558415980517164,9.499559509904033,1.1943176378757767,14.616004966406194,0.0,3,0.0,2.055641538058108,0.7304631471189666,1.5409627556327752,Typ,0.7304631471189666,4,Attchd,Unf,658.0,TA,0.0,1.8203341036428238,2007,35.008065439678056,1,0,1,1,1,1,0,Wood,5.133567292834429,0.0,1,0.0
